image_path,class_label,attributes,caption,split,instance_id,image_path_fixed
images\team14_notebook (81).jpg,stationary_notebook,color:yellow;material:paperback;condition:new;size:large,new large yellow and blue paperback notebook flipped over ,train,Team14_YellowNotebook_K,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (81).jpg
images\team14_notebook (82).jpg,stationary_notebook,color:black;material:plastic;condition:deformed;size:medium,deformed medium plastic notebook flipped over ,val,Team14_BlackNotebook_I,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (82).jpg
images\team14_notebook (83).jpg,stationary_notebook,color:purple;material:paperback;condition:new;size:large,new large purple and yellow paperback notebook flipped over,train,Team14_PurpleNotebook_A,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (83).jpg
images\team14_notebook (84).jpg,stationary_notebook,color:purple;material:paperback;condition:new;size:large,new large purple and yellow paperback notebook from top,train,Team14_PurpleNotebook_B,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (84).jpg
images\team14_notebook (85).jpg,stationary_notebook,color:pink;material:paperback;condition:new;size:large,new large pink and yellow paperback notebook upside down,val,Team14_PinkNotebook_K,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (85).jpg
images\team14_notebook (86).jpg,stationary_notebook,color:black;material:plastic;condition:deformed;size:medium,deformed medium black plastic notebook flipped over,train,Team14_BlackNotebook_J,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (86).jpg
images\team14_notebook (87).jpg,stationary_notebook,color:red;material:paperback;condition:new;size:large,new large red and purple paperback notebook sideways,train,Team14_RedNotebook_A,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (87).jpg
images\team14_notebook (88).jpg,stationary_notebook,color:pink;material:paperback;condition:new;size:large,new large pink and yello paperback notebook sideways,train,Team14_PinkNotebook_L,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (88).jpg
images\team14_notebook (89).jpg,stationary_notebook,color:pink;material:paperback;condition:new;size:large,new large pink and yellow paperback notebook,train,Team14_PinkNotebook_M,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (89).jpg
images\team14_notebook (90).jpg,stationary_notebook,color:purple;material:paperback;condition:new;size:large,new large purple and yellow paperback notebook flipped over,train,Team14_PurpleNotebook_C,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (90).jpg
images\team14_notebook (91).jpg,stationary_notebook,color:red;material:paperback;condition:new;size:large,new large red and purple paperback notebook from side ,train,Team14_RedNotebook_B,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (91).jpg
images\team14_notebook (92).jpg,stationary_notebook,color:red;material:paperback;condition:new;size:large,new large red and purple paperback notebook flipped over,train,Team14_RedNotebook_C,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (92).jpg
images\team14_notebook (93).jpg,stationary_notebook,color:red;material:paperback;condition:new;size:medium,new medium red and purple paperback notebook flipped over,train,Team14_RedNotebook_D,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (93).jpg
images\team14_notebook (94).jpg,stationary_notebook,color:blue;material:paperback;condition:new;size:large,new large blue and pink paperback notebook flipped over,val,Team14_BlueNotebook_Q,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (94).jpg
images\team14_notebook (95).jpg,stationary_notebook,color:red;material:paperback;condition:new;size:large,new large red and purple paperback notebook sideways,train,Team14_RedNotebook_E,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (95).jpg
images\team14_notebook (96).jpg,stationary_notebook,color:red;material:plastic;condition:used;size:large,used large red plastic notebook from bottom,train,Team14_RedNotebook_F,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (96).jpg
images\team14_notebook (97).jpg,stationary_notebook,color:purple;material:paperback;condition:new;size:large,new large purple and yellow paperback notebook from front ,train,Team14_PurpleNotebook_D,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (97).jpg
images\team14_notebook (98).jpg,stationary_notebook,color:purple;material:paperback;condition:new;size:large,new large purple and yellow paperback notebook sideways ,train,Team14_PurpleNotebook_E,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (98).jpg
images\team14_notebook (99).jpg,stationary_notebook,color:red;material:plastic;condition:new;size:medium,new medium red plastic notebook sideways ,train,Team14_RedNotebook_G,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (99).jpg
images\team14_notebook (100).jpg,stationary_notebook,color:red;material:plastic;condition:new;size:medium,new medium red plastic notebook from side ,val,Team14_RedNotebook_H,/content/drive/MyDrive/DL_project/project/data/images/team14_notebook (100).jpg
images\team14_pen (1).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_A,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (1).jpg
images\team14_pen (2).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_B,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (2).jpg
images\team14_pen (3).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_C,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (3).jpg
images\team14_pen (4).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_D,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (4).jpg
images\team14_pen (5).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_A,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (5).jpg
images\team14_pen (6).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_B,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (6).jpg
images\team14_pen (7).jpg,stationary_pen,color:white;material:plastic;condition:used;size:medium,a used medium-sized WHITE plastic pen,train,TEAM14_WHITEPEN_A,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (7).jpg
images\team14_pen (8).jpg,stationary_pen,color:yellow;material:plastic;condition:used;size:medium,a used medium-sized YELLOW plastic pen,train,TEAM14_YELLOWPEN_A,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (8).jpg
images\team14_pen (9).jpg,stationary_pen,color:white;material:plastic;condition:used;size:medium,a used medium-sized WHITE plastic pen,train,TEAM14_WHITEPEN_B,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (9).jpg
images\team14_pen (10).jpg,stationary_pen,color:yellow;material:plastic;condition:used;size:medium,a used medium-sized YELLOW plastic pen,train,TEAM14_YELLOWPEN_B,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (10).jpg
images\team14_pen (11).jpg,stationary_pen,color:white;material:plastic;condition:used;size:medium,a used medium-sized WHITE plastic pen,train,TEAM14_WHITEPEN_C,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (11).jpg
images\team14_pen (12).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_E,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (12).jpg
images\team14_pen (13).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_F,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (13).jpg
images\team14_pen (14).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_C,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (14).jpg
images\team14_pen (15).jpg,stationary_pen,color:white;material:plastic;condition:used;size:medium,a used medium-sized WHITE plastic pen,train,TEAM14_WHITEPEN_D,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (15).jpg
images\team14_pen (16).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_D,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (16).jpg
images\team14_pen (17).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_E,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (17).jpg
images\team14_pen (18).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_F,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (18).jpg
images\team14_pen (19).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_G,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (19).jpg
images\team14_pen (20).jpg,stationary_pen,color:white;material:plastic;condition:used;size:medium,a used medium-sized WHITE plastic pen,train,TEAM14_WHITEPEN_F,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (20).jpg
images\team14_pen (21).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_H,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (21).jpg
images\team14_pen (22).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_G,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (22).jpg
images\team14_pen (23).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_H,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (23).jpg
images\team14_pen (24).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_I,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (24).jpg
images\team14_pen (25).jpg,stationary_pen,color:white;material:plastic;condition:used;size:medium,a used medium-sized WHITE plastic pen,train,TEAM14_WHITEPEN_G,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (25).jpg
images\team14_pen (26).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_J,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (26).jpg
images\team14_pen (27).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_I,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (27).jpg
images\team14_pen (28).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_K,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (28).jpg
images\team14_pen (29).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_J,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (29).jpg
images\team14_pen (30).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_K,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (30).jpg
images\team14_pen (31).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLUEPEN_L,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (31).jpg
images\team14_pen (32).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_L,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (32).jpg
images\team14_pen (33).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_M,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (33).jpg
images\team14_pen (34).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_N,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (34).jpg
images\team14_pen (35).jpg,stationary_pen,color:yellow;material:plastic;condition:used;size:medium,a used medium-sized YELLOW plastic pen,train,TEAM14_YELLOWPEN_D,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (35).jpg
images\team14_pen (36).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_M,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (36).jpg
images\team14_pen (37).jpg,stationary_pen,color:yellow;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_YELLOWPEN_E,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (37).jpg
images\team14_pen (38).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_N,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (38).jpg
images\team14_pen (39).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_O,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (39).jpg
images\team14_pen (40).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_O,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (40).jpg
images\team14_pen (41).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_P,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (41).jpg
images\team14_pen (42).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLUEPEN_Q,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (42).jpg
images\team14_pen (43).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLACKPEN_P,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (43).jpg
images\team14_pen (44).jpg,stationary_pen,color:white;material:plastic;condition:used;size:medium,a used medium-sized WHITE plastic pen,train,TEAM14_WHITEPEN_E,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (44).jpg
images\team14_pen (45).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_Q,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (45).jpg
images\team14_pen (46).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_R,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (46).jpg
images\team14_pen (47).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_R,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (47).jpg
images\team14_pen (48).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_S,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (48).jpg
images\team14_pen (49).jpg,stationary_pen,color:white;material:plastic;condition:used;size:medium,a used medium-sized WHITE plastic pen,train,TEAM14_WHITEPEN_H,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (49).jpg
images\team14_pen (50).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_T,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (50).jpg
images\team14_pen (51).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLUEPEN_S,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (51).jpg
images\team14_pen (52).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_U,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (52).jpg
images\team14_pen (53).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK  plastic pen,val,TEAM14_BLACKPEN_V,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (53).jpg
images\team14_pen (54).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLACKPEN_W,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (54).jpg
images\team14_pen (55).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLUEPEN_U,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (55).jpg
images\team14_pen (56).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_V,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (56).jpg
images\team14_pen (57).jpg,stationary_pen,color:yellow;material:plastic;condition:used;size:medium,a used medium-sized YELLOW plastic pen,val,TEAM14_YELLOWPEN_G,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (57).jpg
images\team14_pen (58).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_W,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (58).jpg
images\team14_pen (59).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_X,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (59).jpg
images\team14_pen (60).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_Y,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (60).jpg
images\team14_pen (61).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,val,TEAM14_BLACKPEN_Z,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (61).jpg
images\team14_pen (62).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_AA,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (62).jpg
images\team14_pen (63).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_AB,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (63).jpg
images\team14_pen (64).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_X,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (64).jpg
images\team14_pen (65).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_Y,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (65).jpg
images\team14_pen (66).jpg,stationary_pen,color:yellow;material:plastic;condition:used;size:medium,a used medium-sized YELLOW plastic pen,val,TEAM14_YELLOWPEN_F,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (66).jpg
images\team14_pen (67).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLUEPEN_Z,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (67).jpg
images\team14_pen (68).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AA,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (68).jpg
images\team14_pen (69).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AB,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (69).jpg
images\team14_pen (70).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLUEPEN_AC,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (70).jpg
images\team14_pen (71).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AD,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (71).jpg
images\team14_pen (72).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AE,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (72).jpg
images\team14_pen (73).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AF,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (73).jpg
images\team14_pen (74).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_AC,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (74).jpg
images\team14_pen (75).jpg,stationary_pen,color:yellow;material:plastic;condition:used;size:medium,a used medium-sized YELLOW plastic pen,train,TEAM14_YELLOWPEN_C,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (75).jpg
images\team14_pen (76).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AH,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (76).jpg
images\team14_pen (77).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,val,TEAM14_BLACKPEN_AD,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (77).jpg
images\team14_pen (78).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium sized blue plastic pen,val,Team14_BLUEPEN_AI,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (78).jpg
images\team14_pen (79).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AJ,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (79).jpg
images\team14_pen (80).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AK,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (80).jpg
images\team14_pen (81).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_AE,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (81).jpg
images\team14_pen (82).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_AF,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (82).jpg
images\team14_pen (83).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AL,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (83).jpg
images\team14_pen (84).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_AG,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (84).jpg
images\team14_pen (85).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,val,TEAM14_BLACKPEN_AH,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (85).jpg
images\team14_pen (86).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLUEPEN_AM,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (86).jpg
images\team14_pen (87).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_AK,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (87).jpg
images\team14_pen (88).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AN,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (88).jpg
images\team14_pen (89).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLUEPEN_AO,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (89).jpg
images\team14_pen (90).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_AI,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (90).jpg
images\team14_pen (91).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_AJ,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (91).jpg
images\team14_pen (92).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AP,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (92).jpg
images\team14_pen (93).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AQ,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (93).jpg
images\team14_pen (94).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLUEPEN_AR,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (94).jpg
images\team14_pen (95).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLUEPEN_AS,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (95).jpg
images\team14_pen (96).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_AN,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (96).jpg
images\team14_pen (97).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,val,TEAM14_BLUEPEN_AT,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (97).jpg
images\team14_pen (98).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,train,TEAM14_BLUEPEN_AG,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (98).jpg
images\team14_pen (99).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,train,TEAM14_BLACKPEN_AL,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (99).jpg
images\team14_pen (100).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,val,TEAM14_BLACKPEN_AM,/content/drive/MyDrive/DL_project/project/data/images/team14_pen (100).jpg
images\team14_water_bottle (1).jpg,tableware_water_bottle,color:silver;material:metal;condition:used;size:large,metal waterbottle of large size and used condition,train,TEAM14_SILVERBOTTLE_A,/content/drive/MyDrive/DL_project/project/data/images/team14_water_bottle (1).jpg
images\team14_water_bottle (2).jpg,tableware_water_bottle,color:transparent;material:unknown;condition:used;size:large,GLASS waterbottle of large size and used condition,train,TEAM14_TRANSPARENTBOTTLE_A,/content/drive/MyDrive/DL_project/project/data/images/team14_water_bottle (2).jpg
images\team14_water_bottle (3).jpg,tableware_water_bottle,color:black;material:plastic;condition:used;size:medium,BLACK PLASTIC waterbottle of MEDIUM size and used condition,train,TEAM14_BLACKBOTTLE_A,/content/drive/MyDrive/DL_project/project/data/images/team14_water_bottle (3).jpg
images\team14_water_bottle (4).jpg,tableware_water_bottle,color:silver;material:metal;condition:used;size:large,SILVER metal waterbottle of large size and used condition,train,TEAM14_SILVERBOTTLE_B,/content/drive/MyDrive/DL_project/project/data/images/team14_water_bottle (4).jpg
